Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
5,198810,0.19,65.7,-0.82,1.17,-2.47,-0.42,86,64,-1.18,-0.07,-0.01,0.3,0.06,-0.09,0.93,50.5,80.9
5,198811,0.02,55.7,-1.29,-1.29,-1.65,-1.29,8,287,-0.92,-1.55,-0.38,0.05,-0.01,-0.14,0.78,38.6,72.8
5,198812,0.26,45,-1.36,-1.36,-0.62,-1.36,0,620,-0.23,-0.93,-1.56,0.2,-0.04,-0.26,0.33,29.9,60.1
5,198901,0.3,46.6,-1.53,-1.53,-0.91,-1.53,0,570,-0.03,-0.4,-0.94,-0.41,-0.01,-0.21,0.36,31.7,61.6
5,198902,1.46,48.7,0.72,-0.65,2.16,0.57,0,456,1.64,1.13,0.76,-0.04,0.27,0.16,0.48,34.2,63.1
5,198903,0.26,58.1,0.74,0.74,0.27,0.74,18,232,0.06,1.23,0.88,-0.55,0.42,0.16,0.42,40.8,75.4
5,198904,0.13,67.7,-0.63,-0.63,-1.89,-0.63,123,42,-0.85,-0.57,0.69,-0.1,-0.15,0.15,0.15,50.6,84.8
5,198905,0.82,75.9,-1.19,-1.19,-1.87,-1.19,338,0,-0.23,-0.64,-0.62,0.07,-0.3,0.06,-0.11,59.4,92.3
5,198906,1.03,79.7,-1.5,-1.5,-1.31,-1.5,441,0,-0.4,-0.53,-0.78,-0.13,-0.84,0.1,-0.38,64.7,94.7
5,198907,0.72,81.2,-2.22,-2.22,-2.63,-2.22,502,0,-1.45,-1.44,-1.32,-0.72,-0.95,-0.69,-0.49,67.7,94.8
5,198908,2.8,78.8,-1.38,-1.38,1.85,-0.49,428,0,0.95,-0.06,-0.38,-0.67,-0.27,-0.44,-0.53,66.2,91.4
5,198909,1.45,72.1,-1.55,-1.55,-0.95,-1.04,221,8,-0.1,0.39,-0.27,-0.68,-0.34,-0.8,-0.57,57.9,86.2
5,198910,0.36,65.1,-2.08,-2.08,-2.06,-2.08,76,73,-0.87,-0.68,-0.05,-0.83,-0.56,-0.76,-0.6,49.1,81.1
5,198911,0.18,54.2,-2.23,-2.23,-1.09,-2.23,5,329,-0.5,-1.09,-0.88,-0.87,-1.04,-0.72,-0.63,38.7,69.7
5,198912,0.15,40.9,-2.18,-2.18,-0.56,-2.18,0,747,-0.57,-0.84,-1.3,-0.86,-1.12,-0.75,-0.72,25.9,55.9
5,199001,0.17,46.7,-2.37,-2.37,-1.22,-2.37,0,567,-0.44,-0.92,-1.06,-0.48,-1.11,-0.83,-0.72,30.2,63.3
5,199002,0.51,50.6,-2.26,-2.26,-0.4,-2.26,0,403,0.45,-0.12,-0.5,-1.06,-1.02,-1.16,-0.68,34.1,67.1
5,199003,0.76,56.2,-1.95,-1.95,0.23,-1.78,10,283,1.07,0.81,0.37,-0.78,-0.73,-0.99,-0.6,41.8,70.6
5,199004,0.75,65.3,-1.73,-1.73,0.03,-1.48,83,74,0.68,0.92,0.81,-0.04,-0.14,-0.79,-0.53,50.8,79.9
5,199005,0.45,73,-2.32,-2.32,-2.29,-2.32,253,0,-0.87,-0.31,0.14,-0.21,-0.8,-0.91,-0.66,57.8,88.1
5,199006,0.25,84.6,-3.35,-3.35,-3.81,-3.35,588,0,-1.96,-1.67,-1.22,-0.79,-1.29,-1.22,-0.79,70.1,99.2
5,199007,4.09,77.3,1.76,-1.25,5.27,0.92,381,0,1.7,0.74,0.18,0.48,0.06,-0.04,-0.64,66.2,88.5
5,199008,3.73,75.5,2.98,2.98,4.21,2.98,326,0,1.55,2.11,1.51,1.14,0.84,0.19,-0.29,64,87.1
5,199009,4.42,72.5,3.94,3.94,3.79,3.94,232,7,1.45,1.77,2.31,1.55,1.42,0.88,0.09,61.5,83.4
5,199010,2.24,62.5,4.31,4.31,2.33,4.31,40,117,0.97,1.52,1.82,1.66,1.66,1.32,0.45,47.6,77.3
5,199011,0.59,55.3,3.96,3.96,0.27,3.96,7,298,0.31,0.86,1.47,1.9,1.63,1.42,0.55,41.3,69.3
5,199012,0.37,46,3.4,3.4,-0.45,3.16,0,589,0.05,0.1,0.72,2.22,1.53,1.43,0.47,31.4,60.6
5,199101,1.06,43.8,3.43,3.43,1.15,3.43,0,657,1.21,0.8,0.62,1.85,1.68,1.68,0.61,31.7,56
5,199102,0.39,50.9,3.07,3.07,-0.03,3,0,395,0.22,0.84,0.58,1.46,1.85,1.63,0.45,36.8,64.8
5,199103,0.2,57.1,2.5,2.5,-0.75,2.07,13,258,-0.14,-0.08,0.57,0.72,2.16,1.54,0.42,41.5,72.7
5,199104,0.63,64.5,2.18,2.18,-0.2,1.61,71,86,0.5,0.21,0.13,0.4,1.63,1.51,0.52,47.9,81.1
5,199105,1.07,74.4,1.61,1.61,-1.03,0.6,294,0,0.11,0.22,0.09,0.35,1.2,1.59,0.61,58.8,90
5,199106,1.47,79.3,1.37,1.37,-0.2,0.29,429,0,0.16,0.03,0.09,0.29,0.57,1.84,0.69,64.6,93.9
5,199107,4.62,77.3,3.37,3.37,6.42,3.37,381,0,2,1.88,1.55,1.14,1.13,1.84,1.37,65.8,88.8
5,199108,2.08,77.2,3.23,3.23,0.63,3.23,378,0,0.4,1.65,1.56,1.16,1.16,1.56,1.23,65,89.4
5,199109,4.44,69,4.33,4.33,4.28,4.33,143,23,1.46,1.27,1.99,1.73,1.63,1.63,1.68,57.9,80
5,199110,0.07,64.4,3.35,3.35,-1.61,2.67,66,84,-1.46,0.78,0.72,1.29,1.14,1.16,1.6,48.5,80.2
5,199111,0.69,49.5,3.21,3.21,0.64,2.74,0,465,0.47,-0.83,0.78,1.38,1.17,1.19,1.71,35.1,63.8
5,199112,2.42,46,4.38,4.38,4.5,4.38,0,589,2.52,2,0.71,1.94,1.67,1.59,2.17,34.9,57.1
5,199201,1.46,42.5,4.81,4.81,2.63,4.81,0,698,1.63,2.67,2.4,1.54,1.93,1.74,2.52,31.5,53.4
5,199202,1.63,49.6,5.4,5.4,3.27,5.4,0,431,1.8,2.15,2.93,1.91,2.22,1.96,2.67,36.5,62.7
5,199203,0.37,56.6,5.38,5.38,1.59,5.38,12,272,0.35,1.46,1.82,1.51,2.31,2.05,2.73,41.3,71.8
5,199204,0.64,63.7,5.54,5.54,2.15,5.54,60,99,0.51,0.43,1.22,2.04,1.66,2.01,2.85,48.2,79.3
5,199205,4.32,68.4,8.12,8.12,9.44,8.12,132,27,2.72,2.31,2.04,2.79,2.27,2.47,3.09,55.6,81.1
5,199206,1.53,78,8.56,8.56,3.85,8.56,390,0,0.23,2.15,1.99,2.31,2.03,2.52,3.09,63,92.9
5,199207,1.73,80.2,8.04,8.04,1.08,8.04,471,0,-0.04,-0.07,1.77,1.85,2.35,1.94,2.99,66.5,93.9
5,199208,1.76,77.4,7.29,7.29,0.22,7.29,384,0,0.11,-0.08,-0.09,1.26,2.24,1.91,2.57,64.3,90.5
5,199209,1.04,74.8,-0.63,5.9,-1.9,5.17,297,0,-0.49,-0.37,-0.48,0.74,1.26,1.3,1.95,60.5,89.2
5,199210,0.34,65.9,-1.3,4.57,-2.18,3,89,61,-0.9,-1.07,-0.8,0.42,0.73,1.37,1.63,49.6,82.2
5,199211,0.64,49.2,-0.98,4.28,0.54,2.9,0,474,0.39,-0.59,-0.86,-0.68,0.44,1.37,1.67,34.1,64.3
5,199212,0.42,47.6,-1.04,3.67,-0.49,2.11,0,539,0.16,0.22,-0.59,-0.74,0.41,0.9,1.72,34.2,60.9
5,199301,0.94,47.2,-0.76,3.47,0.52,2.08,0,552,1.07,0.72,0.61,-0.47,0.52,0.8,1.76,34.8,59.6
5,199302,0.34,49.8,-0.8,3,-0.34,1.51,0,426,0.11,0.66,0.47,-0.54,-0.5,0.49,1.75,35.7,63.9
5,199303,0.31,56.1,-1,2.4,-0.86,0.67,10,286,0.2,0.02,0.52,-0.25,-0.57,0.46,1.82,40,72.1
5,199304,0.41,64.2,-1.14,1.91,-0.73,0.03,67,91,0.09,0.06,-0.05,0.29,-0.5,0.43,1.85,47.3,81.1
5,199305,0.96,71.4,-1.29,1.45,-0.82,-0.58,208,9,-0.03,-0.12,-0.11,0.16,-0.53,-0.51,1.74,55.4,87.4
5,199306,1.15,79.1,-1.47,0.99,-0.92,-1.14,423,0,-0.23,-0.31,-0.37,-0.07,-0.37,-0.65,1.73,65,93.3
5,199307,3.19,80.7,-0.4,1.81,2.75,0.45,487,0,1.15,0.74,0.49,0.27,0.45,-0.16,1.4,68.7,92.8
5,199308,2.04,80.5,-0.37,1.61,-0.04,0.3,480,0,0.36,0.95,0.68,0.37,0.47,-0.09,1.38,67.1,93.9
5,199309,1.06,72.4,-0.87,0.9,-1.61,-0.66,229,7,-0.47,-0.19,0.31,0,0.11,-0.13,0.82,59.2,85.5
5,199310,0.54,62.8,-1.24,-1.24,-1.39,-1.24,44,112,-0.59,-0.86,-0.52,-0.16,-0.24,-0.06,0.88,47.5,78.2
5,199311,0.1,50.6,-1.42,-1.42,-0.92,-1.42,0,432,-0.7,-0.97,-1.13,-0.29,-0.33,-0.21,0.8,35.2,66.1
5,199312,0.69,47.7,-1.23,-1.23,0.14,-1.06,0,536,0.66,-0.12,-0.66,-0.09,-0.26,-0.14,0.4,33.3,62
5,199401,0.67,46,-1.06,-1.06,0.11,-0.76,0,589,0.7,0.72,0.1,-0.49,-0.17,-0.24,0.26,30.4,61.5
5,199402,0.18,50,-1.23,-1.23,-0.84,-1.23,0,420,-0.33,0.13,0.32,-0.8,-0.19,-0.27,0.03,34.3,65.6
5,199403,0.49,57.5,-1.31,-1.31,-0.61,-1.31,15,247,0.61,0.05,0.28,-0.44,-0.06,-0.24,0.03,42.6,72.4
5,199404,0.35,64.4,-1.49,-1.49,-0.94,-1.49,69,87,-0.05,0.22,-0.09,-0.06,-0.54,-0.23,-0.03,47.4,81.5
5,199405,1.71,72.9,-1.09,-1.09,0.72,-0.63,250,5,0.83,0.54,0.58,0.53,-0.37,0.03,-0.47,58.2,87.5
5,199406,0.72,83.3,-1.84,-1.84,-2.56,-1.84,549,0,-0.89,-0.05,-0.18,-0.07,-0.4,-0.1,-0.64,68.1,98.5
5,199407,1.19,82.7,-2.25,-2.25,-1.8,-2.25,549,0,-0.67,-1.28,-0.58,-0.6,-0.44,-0.68,-0.71,68.5,96.9
5,199408,0.71,81,-2.95,-2.95,-2.79,-2.95,496,0,-1.29,-1.45,-1.78,-0.98,-0.73,-1.11,-0.88,67.3,94.7
5,199409,1.36,73.5,-3.07,-3.07,-1.28,-3.07,260,0,-0.18,-0.9,-1.17,-1.04,-0.89,-1.02,-0.82,59.2,87.7
5,199410,0.8,65.5,-3.17,-3.17,-1.26,-3.17,83,67,-0.26,-0.42,-0.96,-1.12,-1.11,-0.97,-0.71,51.1,80
5,199411,0.35,56.4,-3.15,-3.15,-0.93,-3.15,10,268,-0.13,-0.42,-0.51,-1.47,-1.07,-0.9,-0.79,41.8,70.9
5,199412,0.52,49.5,-2.99,-2.99,-0.47,-2.99,0,480,0.36,-0.02,-0.36,-1.18,-1.09,-0.95,-0.75,36.1,62.8
5,199501,0.28,46.2,-2.98,-2.98,-0.91,-2.98,0,583,-0.09,0.01,-0.23,-1.02,-1.13,-1.12,-0.88,32.1,60.2
5,199502,0.53,54.1,-2.96,-2.96,-0.86,-2.96,5,310,0.49,0.08,0.1,-0.48,-1.42,-1.01,-0.87,39.2,69
5,199503,0.27,56.6,-3,-3,-1.04,-3,12,272,0.09,0.25,-0.01,-0.39,-1.17,-1.09,-0.89,41.9,71.4
5,199504,0.65,62.9,-2.69,-2.69,0.02,-2.62,49,112,0.53,0.33,0.36,0.02,-0.83,-1.01,-0.88,46.2,79.7
5,199505,1.44,72.9,-2.38,-2.38,0.08,-2.22,250,5,0.55,0.56,0.45,0.33,-0.21,-1.11,-0.78,57.8,88
5,199506,2.15,77.9,-1.6,-1.6,1.62,-0.72,387,0,0.86,0.79,0.77,0.53,0.21,-0.58,-0.6,63.5,92.4
5,199507,0.59,81.6,-2.42,-2.42,-2.96,-2.42,515,0,-1.74,-0.5,-0.21,-0.08,-0.15,-0.7,-1.06,67.3,96
5,199508,0.95,80.6,-2.92,-2.92,-2.26,-2.92,484,0,-0.87,-1.89,-0.96,-0.53,-0.43,-0.63,-1.25,67.9,93.2
5,199509,3.02,74,-2.18,-2.18,1.33,-1.57,274,0,0.86,0.26,-0.47,0,-0.05,-0.2,-0.87,61.3,86.7
5,199510,0.53,65.9,-2.57,-2.57,-1.84,-2.57,89,61,-0.6,0.36,-0.1,-0.26,-0.2,-0.26,-0.86,49.2,82.5
5,199511,0.31,55.5,-2.61,-2.61,-0.92,-2.61,7,292,-0.21,-0.74,0.22,-0.48,-0.29,-0.28,-0.84,40.4,70.6
5,199512,0.34,47.3,-2.56,-2.56,-0.66,-2.56,0,549,-0.02,-0.32,-0.79,-0.82,-0.31,-0.33,-0.86,33,61.6
5,199601,0.17,46.4,-2.69,-2.69,-1.19,-2.69,0,577,-0.44,-0.49,-0.62,-0.39,-0.47,-0.39,-0.97,29.2,63.6
5,199602,0.09,53.5,-3.05,-3.05,-1.9,-3.05,0,326,-0.7,-0.94,-0.84,-0.17,-0.72,-0.51,-1.01,37.7,69.3
5,199603,0.02,53,-3.15,-3.15,-1.23,-3.15,0,376,-1.49,-1.45,-1.37,-1.24,-1.17,-0.61,-1.11,36,70
5,199604,0.56,63.8,-2.93,-2.93,-0.31,-2.93,61,97,0.38,-0.17,-0.6,-0.84,-0.59,-0.63,-1.1,47.1,80.5
5,199605,0.4,79.2,-3.76,-3.76,-3.41,-3.76,440,0,-0.98,-0.63,-0.94,-1.26,-0.51,-0.99,-1.37,62.7,95.7
5,199606,2.36,81.8,0.5,-2.87,1.51,-2.22,504,0,1.05,0.2,0.19,-0.36,-0.69,-0.9,-1.06,67.5,96
5,199607,1.61,82,0.18,-2.85,-0.81,-2.47,527,0,-0.17,0.48,-0.09,-0.38,-0.55,-0.49,-0.94,69.3,94.6
5,199608,3.4,77.9,1.23,-1.49,3.19,0.16,400,0,1.35,0.83,1.18,0.49,0.19,0.18,-0.41,66.3,89.4
5,199609,2.9,72,1.57,-0.87,1.41,1.23,218,8,0.8,1.19,0.94,0.81,0.44,0.1,-0.09,59.6,84.4
5,199610,0.19,64,-0.74,-1.52,-2.23,-0.28,60,91,-1.18,0.13,0.68,0.47,0.22,0.04,-0.2,48.6,79.3
5,199611,0.75,54.7,-0.58,-1.28,0.25,0.01,6,315,0.56,-0.63,0.21,0.75,0.39,0.15,-0.13,39.4,70
5,199612,0.01,48,-1.03,-1.66,-1.53,-0.85,0,527,-1.22,-0.16,-1.02,0.34,0.34,0.06,-0.29,32.2,63.7
5,199701,0.19,43.7,-1.22,-1.78,-0.87,-1.13,0,660,-0.37,-1.27,-0.46,0.43,0.26,0.05,-0.33,30.2,57.2
5,199702,1.42,47.1,0.75,-0.84,2.25,0.49,0,501,1.61,0.99,0.4,0.26,0.78,0.42,-0.15,34.1,60.2
5,199703,0.42,58.2,0.94,0.94,0.78,0.94,18,229,0.47,1.33,0.89,-0.26,0.55,0.51,-0.15,42.9,73.4
5,199704,1.33,59.2,1.57,1.57,2.19,1.57,17,191,1.35,1.11,1.51,0.84,0.91,0.73,-0.04,44.8,73.6
5,199705,1.38,71.7,1.45,1.45,0.11,1.43,216,8,0.48,1.03,0.96,0.84,0.57,0.97,0,57.2,86.1
5,199706,2,78,1.71,1.71,1.25,1.71,390,0,0.72,0.65,1.04,1.15,0.45,0.89,-0.04,63.8,92.2
5,199707,1.65,81.1,-0.21,1.33,-0.62,0.95,499,0,-0.13,0.24,0.33,1.07,0.72,0.84,0.17,67.7,94.4
5,199708,1.79,80.3,-0.36,1.02,-0.52,0.32,474,0,0.13,-0.12,0.16,0.58,0.62,0.47,0.34,67.2,93.3
5,199709,1.3,76.6,-0.93,-0.93,-1.82,-0.93,348,0,-0.23,-0.2,-0.38,0.23,0.43,0.04,0.07,63.4,89.8
5,199710,0.45,64.1,-1.41,-1.41,-1.74,-1.41,61,89,-0.72,-0.73,-0.57,-0.29,0.28,0.13,0.06,49.4,78.8
5,199711,0.61,52.3,0.06,-1.21,0.17,-1.04,0,381,0.35,-0.51,-0.61,-0.39,0.03,0.09,0.11,37.6,66.9
5,199712,1.21,42.7,0.67,0.67,1.87,0.67,0,691,1.37,1,0.1,-0.32,0.21,0.4,0.16,29.1,56.3
5,199801,0.06,49.1,-0.37,-0.37,-1.12,-0.37,0,493,-1.04,0.62,0.5,-0.35,-0.16,0.36,0.14,33,65.1
5,199802,0.19,49,-0.57,-0.57,-0.7,-0.57,0,448,-0.3,-0.97,0.24,-0.49,-0.31,0.04,0.18,34.3,63.7
5,199803,0.31,54.7,-0.74,-0.74,-0.7,-0.74,7,326,0.2,-0.24,-0.75,-0.35,-0.55,-0.01,0.22,38.5,70.9
5,199804,0.01,62.1,-1.2,-1.2,-1.61,-1.2,39,126,-2.4,-0.78,-0.93,-0.12,-0.62,-0.38,0.11,44.9,79.3
5,199805,0.2,76.6,-2.23,-2.23,-3.45,-2.23,360,0,-1.48,-2.33,-1.93,-0.84,-1.02,-0.74,0.12,59.8,93.5
5,199806,0.6,83.7,-2.96,-2.96,-2.89,-2.96,561,0,-1.11,-1.56,-1.82,-1.96,-1.26,-1.29,-0.22,68,99.3
5,199807,1.49,83.4,-3.07,-3.07,-1.23,-3.07,570,0,-0.3,-1.1,-1.53,-1.72,-1.11,-1.19,-0.22,69.9,96.8
5,199808,2.57,78.8,-2.29,-2.29,1.38,-1.67,428,0,0.79,0.29,-0.31,-0.97,-0.76,-0.91,-0.35,66.5,91.1
5,199809,0.46,77.1,-3.14,-3.14,-3.25,-3.14,363,0,-1.39,-0.23,-0.49,-1.33,-1.45,-1.19,-0.8,63.6,90.6
5,199810,2.2,67.2,-2.41,-2.41,1.22,-1.85,112,44,0.94,-0.1,0.21,-0.69,-0.91,-0.67,-0.39,54.3,80
5,199811,0.62,57,-2.27,-2.27,-0.34,-1.8,12,252,0.36,0.85,-0.06,-0.34,-0.78,-0.67,-0.43,43.2,70.9
5,199812,0.34,46.6,-2.23,-2.23,-0.58,-1.94,0,570,-0.02,0.1,0.69,-0.07,-0.81,-0.95,-0.41,32.5,60.7
5,199901,0.12,49.7,-2.57,-2.57,-1.71,-2.57,0,474,-0.66,-0.59,-0.31,0.02,-0.78,-0.97,-0.45,33.1,66.3
5,199902,0,55,-3.07,-3.07,-2.29,-3.07,7,287,-1.38,-1.36,-1.07,-0.53,-0.62,-1.04,-0.69,38,72.1
5,199903,0.8,57.8,-2.71,-2.71,0.13,-2.6,16,239,1.12,0.25,-0.2,0.34,-0.18,-0.88,-0.65,42.4,73.1
5,199904,0.15,65.8,-2.97,-2.97,-1.62,-2.97,91,67,-0.74,0.36,-0.18,-0.38,-0.1,-0.85,-0.88,49.5,82
5,199905,1.38,73.4,-2.72,-2.72,-0.14,-2.71,265,0,0.48,0.05,0.43,-0.21,-0.26,-0.41,-0.87,58.1,88.7
5,199906,2.65,78.6,-1.53,-1.53,2.71,-0.33,408,0,1.29,1.08,0.73,0.43,0.65,0.19,-0.76,65.6,91.6
5,199907,2.4,79.5,-0.94,-0.94,1.31,0.78,450,0,0.57,1.23,1.15,0.73,0.49,0.4,-0.58,67.3,91.7
5,199908,1.16,80.8,-1.46,-1.46,-1.86,-0.5,490,0,-0.57,-0.03,0.59,0.57,0.2,0.04,-0.68,67.1,94.4
5,199909,0.9,74.8,-2.05,-2.05,-2.2,-1.82,297,0,-0.65,-0.91,-0.51,-0.06,-0.15,0.11,-0.74,61.2,88.4
5,199910,0.2,64.3,-2.59,-2.59,-2.26,-2.59,64,86,-1.16,-1.39,-1.4,-0.25,-0.36,-0.42,-0.78,47.8,80.8
5,199911,0,57.4,-2.96,-2.96,-1.91,-2.96,13,241,-0.97,-1.57,-1.79,-0.57,-0.37,-0.62,-0.93,40.4,74.3
5,199912,0.19,45.1,-2.92,-2.92,-0.8,-2.92,0,617,-0.44,-1.11,-1.66,-1.21,-0.62,-0.66,-1.04,30.7,59.5
5,200001,0.1,50.1,-3.22,-3.22,-1.81,-3.22,0,462,-0.77,-1,-1.39,-1.96,-0.64,-0.7,-1.06,33.9,66.3
5,200002,0.22,55.9,-3.55,-3.55,-1.98,-3.55,9,264,-0.2,-0.79,-0.98,-2.04,-0.84,-0.62,-1.09,39.6,72.1
5,200003,0.12,59.5,-3.78,-3.78,-1.8,-3.78,26,197,-0.48,-0.59,-0.98,-1.72,-1.49,-0.86,-1.13,43.1,76
5,200004,0.12,67.5,-4.02,-4.02,-1.89,-4.02,119,44,-0.92,-1.09,-1.06,-1.74,-2.47,-0.88,-1.14,50.9,84
5,200005,0.09,78.1,-4.93,-4.93,-3.96,-4.93,406,0,-1.84,-2.33,-2.92,-2.67,-2.89,-1.41,-1.19,62.4,93.8
5,200006,3.57,78.2,-2.77,-2.77,4.96,-0.85,396,0,1.97,0.84,0.49,-0.01,-0.77,-1,-0.63,66.1,90.4
5,200007,0.82,83,-3.36,-3.36,-2.63,-2.42,558,0,-1.25,0.78,-0.02,-0.43,-0.84,-1.48,-0.72,69.7,96.2
5,200008,0.8,80.8,-3.88,-3.88,-2.59,-3.8,490,0,-1.12,-1.79,0.01,-0.79,-1.05,-1.57,-1.03,67.3,94.3
5,200009,0.08,77,-4.76,-4.76,-3.84,-4.76,360,0,-3.09,-2.45,-2.25,-1.27,-1.44,-1.79,-1.13,61.8,92.2
5,200010,2.84,63.9,-3.29,-3.29,2.95,-2.12,59,93,1.33,0.04,-0.48,-0.43,-0.69,-0.97,-0.98,51.8,76.1
5,200011,1.15,48.7,-2.17,-2.17,2.32,-0.13,0,489,1.1,1.52,0.32,0.12,-0.39,-0.62,-0.89,36.1,61.2
5,200012,0.21,43.9,-2.07,-2.07,-0.37,-0.22,0,654,-0.37,0.55,1.29,-0.76,-0.41,-0.61,-0.86,30.1,57.7
5,200101,0.63,43.1,-1.68,-1.68,0.54,0.3,0,679,0.63,0.07,0.6,-0.22,-0.24,-0.48,-0.81,30,56.1
5,200102,0.41,51.8,-1.48,-1.48,0.08,0.44,0,370,0.26,0.38,0.01,0.2,0.1,-0.41,-0.75,37.4,66.3
5,200103,0.4,54.8,-1.16,-1.16,0.49,0.8,7,323,0.42,0.26,0.37,1.08,-0.64,-0.34,-0.84,40.8,68.7
5,200104,0.31,67.1,-1.48,-1.48,-1.31,0.02,112,49,-0.15,0.04,0.02,0.32,-0.26,-0.27,-0.84,51,83.1
5,200105,0.53,75,-2.13,-2.13,-2.39,-1.22,310,0,-0.71,-0.8,-0.59,-0.42,-0.08,-0.09,-0.99,59.5,90.4
5,200106,0.49,82.1,-2.9,-2.9,-2.97,-2.64,513,0,-1.34,-1.33,-1.33,-0.87,0.2,-1.17,-1.41,67.7,96.5
5,200107,1.14,83.6,-3.27,-3.27,-2,-3.27,577,0,-0.74,-1.57,-1.63,-1.4,-0.82,-0.92,-1.62,70,97.1
5,200108,1.49,80.5,-3.31,-3.31,-1.15,-3.31,480,0,-0.17,-0.74,-1.38,-1.42,-1.27,-0.69,-1.54,67.4,93.6
5,200109,0.52,75.2,-3.93,-3.93,-2.87,-3.93,306,0,-1.25,-0.95,-1.23,-1.7,-1.44,-0.6,-1.71,61.2,89.2
5,200110,0.16,66.3,-4.4,-4.4,-2.62,-4.4,96,56,-1.25,-2.08,-1.47,-2.21,-1.98,-1.5,-1.71,50.5,82.2
5,200111,1.19,56.3,-3.56,-3.56,1.14,-3.07,9,270,1.14,-0.24,-0.98,-1.53,-1.67,-1.51,-1.46,43.5,69.1
5,200112,0.13,46.2,-3.55,-3.55,-1.05,-3.4,0,583,-0.65,0.51,-0.52,-1.31,-1.79,-1.55,-1.28,31.9,60.4
5,200201,0.13,47.5,-3.65,-3.65,-1.41,-3.65,0,542,-0.62,-1.09,0.09,-1.24,-1.89,-1.77,-1.3,32.2,62.9
5,200202,0.88,45.9,-2.92,-2.92,1.06,-2.44,0,535,1.01,0.34,-0.11,-0.94,-1.57,-1.63,-1.24,31.2,60.6
5,200203,0.23,55.3,-2.68,-2.68,-0.19,-2.23,8,309,-0.03,0.64,0.17,-0.41,-1.23,-1.66,-1.23,38.8,71.7
5,200204,0.48,69.9,-2.81,-2.81,-1.21,-2.77,169,22,0.24,0.04,0.48,0.28,-0.95,-1.71,-1.2,54.7,85.1
5,200205,0.35,75.4,-3.49,-3.49,-2.9,-3.49,322,0,-1.09,-0.82,-0.82,-0.65,-1.16,-1.92,-1.18,60.2,90.7
5,200206,1.01,82.1,-3.71,-3.71,-1.74,-3.71,513,0,-0.43,-0.98,-0.9,-0.67,-0.8,-1.59,-1.68,68.2,96
5,200207,2.51,79.8,-2.83,-2.83,1.5,-2.18,459,0,0.66,0.14,-0.41,-0.17,-0.1,-0.89,-1.31,67.3,92.2
5,200208,1.11,82,-3.24,-3.24,-2.1,-3.24,527,0,-0.64,0.01,-0.33,-0.71,-0.68,-1.01,-1.23,68.8,95.3
5,200209,0.69,74.7,-3.75,-3.75,-2.53,-3.75,294,0,-0.94,-1.14,-0.59,-0.99,-0.89,-0.97,-1.14,60.9,88.5
5,200210,2.95,64.3,-2.33,-2.33,3.11,-1.05,64,86,1.4,0.4,0.01,-0.28,-0.18,-0.15,-1.1,52.7,75.9
5,200211,0.31,51.6,-2.07,-2.07,0.06,-0.76,0,402,-0.21,1.12,0.26,-0.11,-0.37,-0.41,-1.31,38.2,65
5,200212,0.62,45.8,-1.8,-1.8,0.17,-0.43,0,595,0.54,0.06,1.12,0.11,-0.3,-0.27,-1.09,32.4,59.1
5,200301,0.08,47.8,-2.09,-2.09,-1.42,-1.23,0,533,-0.89,-0.15,-0.39,-0.2,-0.42,-0.31,-1.21,32.3,63.4
5,200302,1.15,49.7,-1.44,-1.44,1.28,-0.15,0,428,1.33,0.6,0.61,0.39,0.07,-0.21,-1.13,36.3,63
5,200303,0.39,57.1,-1.3,-1.3,0,-0.03,13,258,0.4,1.07,0.54,1.02,0.22,-0.19,-1.14,41.7,72.4
5,200304,0.07,66.3,-1.79,-1.79,-1.89,-1.1,99,60,-1.39,-0.41,0.5,0.03,-0.06,-0.29,-1.21,49.8,82.8
5,200305,0.65,75.4,-2.34,-2.34,-2.19,-2.21,322,0,-0.5,-1,-0.75,-0.1,0.04,-0.15,-1.22,59.6,91.2
5,200306,1.79,79.5,-1.92,-1.92,0.53,-1.51,435,0,0.51,-0.04,-0.38,-0.06,0.56,0.06,-0.98,65.5,93.6
5,200307,1.96,80,-1.66,-1.66,0.19,-1.12,465,0,0.18,0.31,-0.07,0.1,-0.06,-0.09,-0.78,67,92.9
5,200308,1.52,80.8,-1.87,-1.87,-1.13,-1.71,490,0,-0.14,-0.09,0.06,-0.37,-0.09,0.02,-0.75,67.5,94.1
5,200309,1.2,74,-2.21,-2.21,-1.61,-2.21,274,0,-0.32,-0.43,-0.41,-0.59,-0.4,0.1,-0.61,61.2,86.7
5,200310,2.42,66.2,-1.38,-1.38,1.8,-0.51,94,57,1.08,0.39,0.18,0.04,0.11,-0.02,-0.16,52.5,79.8
5,200311,0.21,56.4,-1.66,-1.66,-1.27,-1.31,10,268,-0.43,0.73,0.21,0.07,-0.19,-0.04,-0.36,43,69.7
5,200312,0,46.8,-1.97,-1.97,-1.43,-1.97,0,564,-1.28,-1.07,0.35,-0.21,-0.36,-0.22,-0.43,30.6,63
5,200401,1.07,47.6,0.26,-1.51,0.77,-1.08,0,539,1.23,0.38,-0.09,0.06,-0.04,0.03,-0.29,35.2,59.9
5,200402,0.52,47.3,0.39,-1.2,0.47,-0.49,0,496,0.47,0.98,0.37,0.24,0.15,-0.12,-0.34,34.1,60.5
